5.107232307871920618e-01,1.821993420004775974e-02
4.009351490938178886e-01,-1.329687552956462238e-01
2.054416925401046368e-01,-1.286556960413547390e-01
3.076738468208173316e-02,-7.293102964498489327e-02
-7.870635530957426074e-02,-2.218341686066048826e-02
-1.221433070538279070e-01,2.373588638323900508e-03
-1.361493866864699476e-01,1.236642898865866064e-02
-1.226420251691748148e-01,-1.276028641914295908e-02
-9.790426704572940952e-02,-2.932002883630445422e-02
-8.074751689961112699e-02,-6.811109410126017782e-02
-6.332501777749896532e-02,-1.050763575790082532e-01
-6.054612329460187792e-02,-1.106298023982513479e-01
-6.492766537779937064e-02,-9.829204971956938264e-02
-6.929223760441882707e-02,-1.010874129119791742e-01
-4.885386256175737463e-02,-1.258283156406704018e-01
-2.657900042484710734e-02,-1.667335084303097070e-01
-1.296362725883311827e-02,-2.040158772975814161e-01
-1.654675701038363367e-02,-2.204914672825713517e-01
-3.760944266905817679e-02,-1.767918465264021743e-01
-6.993130407359493539e-02,-1.282977357263686280e-01
-8.921625462984267285e-02,-9.378513704230463655e-02
-1.119712169926966872e-01,-9.235751029703716253e-02
-1.361538529882423409e-01,-1.157417607456861369e-01
-1.362126618536979028e-01,-1.333397126524399900e-01
-1.404169421113399263e-01,-1.281287573920618095e-01
-1.521168297465052277e-01,-9.689804161345792755e-02
-1.470057075639236710e-01,-8.450690862703666428e-02
-1.111202397164553629e-01,-9.146682317162992126e-02
-6.287577465211695305e-02,-1.329971574125390632e-01
-9.102705731502258937e-03,-1.896371980195669382e-01
4.602305423512045857e-02,-2.230788409657962212e-01
7.894845911256562210e-02,-2.317383667076523546e-01
9.983805427219803741e-02,-2.340114117189860676e-01
1.396702201537749766e-01,-2.721949330854688820e-01
1.647571719019383374e-01,-2.544479544832585205e-01
1.508295515200565595e-01,-1.482111416010401250e-01
9.606840965145420352e-02,3.273929476668685501e-02
1.894526852247161580e-02,2.295946806044147914e-01
-5.822345360002387921e-02,3.728007643998310083e-01
-9.161747366381553515e-02,4.385867723913167704e-01
-1.180329967229447885e-01,4.298100780287802403e-01
-1.021233019712148582e-01,3.816023493980421621e-01
-2.585206448267824905e-02,3.123606659802154462e-01
1.071994648399740846e-01,2.042994592686269706e-01
2.456341840344299643e-01,1.327197057127788293e-01
3.723038265390635204e-01,3.527393989647253925e-02
3.932225562910197647e-01,-2.889648052952955432e-02
3.241456887687129140e-01,9.123239006265895790e-03
2.165189653652522528e-01,1.669421148679746114e-01
1.480786847015866103e-01,4.228754824587764860e-01
7.821000320511722892e-02,6.945362197092358469e-01
-1.532742875196255183e-02,8.943784003795629545e-01
-1.416892112517218749e-01,9.158940774287128717e-01
-2.816343016679498379e-01,7.761205482169026837e-01
-4.262685134555609379e-01,6.464681483649261651e-01
-4.807986826972677763e-01,5.554239647094239007e-01
-4.928757944133749791e-01,5.310802044290801049e-01
-5.201872970674733532e-01,5.485036930890261342e-01
-5.890189453021981159e-01,5.483087932773799134e-01
-6.699007307733255701e-01,4.851061641944466873e-01
-7.175126835739012998e-01,3.515049531482943856e-01
-7.017940282127382856e-01,1.850631751276507753e-01
-6.128911762943723973e-01,3.743392531705988513e-02
-4.893215872469218186e-01,-5.357245899441968884e-02
-3.831140947786751405e-01,-7.319414298677950903e-02
-3.249393687659681840e-01,-7.658071182929182541e-02
-2.945426264148389150e-01,-1.055467386267673058e-01
-2.870536675125461845e-01,-1.674838460947211116e-01
-2.791860229346746491e-01,-2.256779648572132535e-01
-2.591589617006861967e-01,-2.588362006214547373e-01
-2.073346121466926317e-01,-2.786079696737969735e-01
-3.668088196041083826e-01,-2.963304394956134402e-01
-5.224287910756284514e-01,-3.155722091178704836e-01
-5.333149385202499149e-01,-3.554483151241549788e-01
-3.477530364112352279e-01,-3.968859614678710845e-01
3.010972493734245803e-02,-4.233386685729002008e-01
4.637835519714231247e-01,-4.077970315300883386e-01
7.863443820349181879e-01,-3.404497538882322871e-01
8.545798443275689493e-01,-2.444667162890486745e-01
7.110501373564874772e-01,-1.432935984019441111e-01
6.446973331325089873e-01,-5.998960895451151132e-02
4.861771254550895649e-01,7.211585014642165475e-03
3.733531145296675735e-01,5.067356536056642075e-02
3.412287463814153154e-01,9.424638360878256904e-02
2.793711186983813266e-01,1.588223024525520222e-01
2.791403304516462680e-01,1.809574996831225802e-01
2.826053770758500949e-01,1.722251936393983107e-01
2.872078587542218897e-01,1.857196443772927419e-01
2.935005977645795405e-01,2.030584872429030685e-01
2.990823763581322847e-01,2.292890802269074713e-01
2.919112521729722576e-01,2.726153779280098277e-01
2.513546864469718423e-01,3.183655428650408736e-01
1.661062870339735931e-01,3.110763790272797480e-01
1.647762426615971554e-01,3.107069018351355516e-01
1.570956807383939724e-01,3.606643796592540196e-01
1.980256076320464076e-01,3.674788628911302424e-01
3.619600163125983316e-01,3.429679377373763827e-01
3.860209284823767351e-01,2.787226459710637760e-01
3.112332396782550026e-01,1.880997718075330116e-01
2.792378789061600863e-01,8.154831197990336511e-02
2.188326731706407846e-01,3.627585173348099601e-02
2.613606141719662657e-01,5.030279458958805683e-02
4.135981465414376168e-01,7.655003946492064393e-02
6.161386759687226267e-01,1.170723219782113661e-01
7.628645939288341005e-01,1.412319998432791102e-01
6.792596645288939694e-01,1.294817099551854311e-01
6.210918549474675476e-01,1.366981114575717138e-01
5.151045864626274673e-01,1.438813093867420956e-01
3.833345855588629614e-01,1.655372705979323289e-01
2.955766865562623469e-01,1.903272514646261460e-01
2.768990098735557570e-01,2.051284020562672838e-01
3.355063437929441950e-01,2.147600296667811770e-01
3.900640001802965773e-01,1.890511539328461332e-01
4.388517739472951318e-01,1.645330338975586892e-01
5.353868841986320071e-01,1.243041071580636980e-01
6.304895094572346981e-01,1.078700532133827217e-01
7.375382388527738087e-01,1.255654139848096096e-01
8.467881936745434990e-01,1.498360795887288544e-01
9.159603276158121421e-01,1.286592537706625627e-01
7.972065821759410920e-01,8.839803216827483989e-02
4.669231027191339534e-01,2.288751668863505187e-02
1.650754146642718911e-01,9.290869488861092443e-03
3.578171281617428812e-03,1.319478188222453392e-02
7.317194539732713165e-02,5.073426752449217841e-02
2.783841695332745503e-01,7.769594643708344073e-02
4.496738487781057891e-01,7.981660515765133523e-02
5.367807200513147192e-01,7.740745622239651735e-02
5.182322386418084514e-01,1.076944387042503143e-01
4.201092540974913914e-01,1.135341857662079679e-01
4.260880716475270447e-01,1.037185738136780638e-01
4.545903444846186026e-01,8.826388199846754712e-02
4.659672171086143844e-01,1.051397425728307355e-01
4.585302959789203103e-01,1.334084116426182409e-01
4.218732009887391499e-01,1.734113200873864669e-01
4.067119589913661959e-01,1.959780268458058972e-01
3.295126964093007538e-01,2.036230048829147654e-01
2.667660000093771133e-01,1.842783654069677368e-01
2.314553624475057525e-01,1.863473721178650622e-01
1.683797777254920636e-01,2.027752096211280497e-01
1.699898241908501251e-01,2.062754662651127002e-01
2.236101812485626061e-01,2.019521394323479102e-01
2.977327212934626210e-01,1.937347051355504945e-01
3.576366065682444195e-01,1.833227181976601061e-01
3.825688703215989195e-01,1.844216830038634125e-01
3.591423143387612038e-01,1.985396250109968674e-01
3.002558994543482185e-01,1.910355207803480504e-01
2.084902961910035102e-01,1.722560799170588242e-01
2.412415491048138239e-01,1.432606642132402130e-01
3.511583778686109270e-01,1.300742668045506423e-01
5.089540248845588755e-01,1.265248705248808170e-01
6.300990303635694012e-01,1.479782893350717887e-01
6.573769326185406880e-01,1.763563190515329837e-01
5.578439933506538218e-01,1.906156000661797245e-01
4.246530822871426025e-01,1.794502727149079324e-01
2.742289635754573407e-01,1.776164383399634894e-01
2.563065569370372998e-01,1.796323750016227960e-01
2.197556378610892036e-01,1.821785337033427210e-01
1.818014032843616179e-01,1.647027976798005333e-01
8.360411455998559282e-02,1.157609878948119286e-01
-5.273536318101480769e-02,3.125576879004415831e-02
-1.491810309218813690e-01,-1.363443338805089833e-02
-1.296993965144177530e-01,-2.127082049759947829e-02
-9.128235816730355390e-02,8.004272861367518754e-03
-4.953764095069099205e-02,3.590831698715414577e-02
-5.371447783810483212e-02,2.440829317157239622e-02
-2.762352128997432738e-02,3.470791665954608279e-02
7.402695823973494405e-03,6.111781621821116284e-02
5.304227122225370350e-02,1.157240594231476738e-01
1.683732822379046257e-01,1.785302288170428353e-01
2.672188820248078689e-01,1.961610106217395455e-01
3.206269023354011427e-01,1.863241721648131732e-01
4.048593986458396965e-01,1.596365325621887099e-01
4.332581894311853810e-01,1.616990431483348589e-01
4.151551297286422693e-01,1.498871540828830007e-01
3.472881461287641858e-01,1.172508069407482700e-01
2.700815714574591464e-01,1.193004826079509528e-01
2.324115246478042907e-01,1.846675837373510376e-01
1.833668446303008959e-01,3.242334293110579191e-01
1.425125156171131446e-01,4.883402531450181105e-01
6.938400846148774781e-02,6.625695220935433616e-01
-5.546792948701318934e-03,7.358024004317548217e-01
-3.971430891582278938e-02,6.641650134589408561e-01
-5.590158103507502502e-02,5.331378791021342822e-01
-3.841321339444569299e-02,3.796851762108264250e-01
7.262365729711292919e-03,2.499548777555957169e-01
4.107048288682649262e-02,1.746851980755760037e-01
6.685741342569824497e-02,1.528599780825836141e-01
7.766985542213003524e-02,1.608366398336266434e-01
9.381890221822933307e-02,1.377906965695421260e-01
8.360663554164929345e-02,1.294515379867430815e-01
5.560152997135026781e-02,1.412936466418308334e-01
2.821076074061705172e-02,1.603115714721841667e-01
1.797620554309280541e-02,1.796819542671523884e-01
1.385097724921854727e-02,1.985676642203505204e-01
-1.331582767476499011e-03,1.842109810361327871e-01
-6.495632040738100708e-03,1.647761324138451444e-01
-2.435502640486317955e-02,2.194323140632984948e-01
1.136614843369397956e-03,1.432439586568909906e-01
4.490764589007933960e-02,7.594788717084752228e-02
5.865828874130540188e-02,1.046233751001398593e-01
1.273526126379986856e-02,2.235591829795791630e-01
-1.042717843466350325e-01,3.937651991913879712e-01
-2.913662551583283689e-01,5.544549535552156794e-01
-5.137797907290370114e-01,6.570990449621243457e-01
-6.862862048658033842e-01,5.788023872496713684e-01
-7.359978938367144341e-01,3.400496840303520729e-01
-7.135571074652932166e-01,1.884479938652523223e-01
-5.868783342394037206e-01,4.396863031637682218e-02
-4.375353832761986750e-01,-6.480418453058560402e-02
-3.324059512996092591e-01,-1.206231948274905375e-01
-2.697700299583275507e-01,-1.431097518348835029e-01
-2.337509930342366871e-01,-1.639751176108945052e-01
-1.990703290159170913e-01,-2.036721095234486079e-01
