epoch,train_loss,train_recon_loss,train_kl_loss,valid_loss,valid_recon_loss,valid_kl_loss,l2_loss
0,1354.53125,1351.8914794921875,231.6551971435547,,,,3.3211750984191895
1,1330.895263671875,1327.5860595703125,88.79891204833984,,,,3.3580737113952637
2,1312.5638427734375,1307.353271484375,79.16342163085938,,,,3.4494528770446777
3,1297.428955078125,1289.973388671875,81.26949310302734,,,,3.5660295486450195
4,1285.00830078125,1277.3388671875,64.84886932373047,,,,3.6722302436828613
5,1267.1378173828125,1259.3446044921875,53.10511016845703,,,,3.747077465057373
6,1270.9910888671875,1261.52490234375,54.34254837036133,,,,3.8395118713378906
7,1265.64501953125,1254.6297607421875,54.83738708496094,,,,3.9337546825408936
8,1268.8184814453125,1256.78515625,52.58641815185547,,,,4.043934345245361
9,1261.208251953125,1248.4847412109375,49.49459457397461,,,,4.109463214874268
10,1264.959716796875,1251.208740234375,48.25339126586914,,,,4.156251907348633
11,1269.5889892578125,1255.3651123046875,45.27397918701172,,,,4.213603496551514
12,1274.35986328125,1258.2911376953125,47.14980697631836,,,,4.280981063842773
13,1261.61376953125,1245.646728515625,42.984169006347656,,,,4.32570219039917
14,1258.364501953125,1241.6907958984375,41.599178314208984,,,,4.393726825714111
15,1256.9853515625,1239.857421875,39.7650032043457,,,,4.433252334594727
16,1258.8958740234375,1240.315185546875,40.58192443847656,,,,4.466146945953369
17,1256.8941650390625,1238.17822265625,38.26228332519531,,,,4.495338439941406
18,1262.7105712890625,1243.9566650390625,36.03245162963867,,,,4.538841724395752
19,1261.9254150390625,1242.1868896484375,35.89295196533203,,,,4.572190761566162
20,1261.41943359375,1242.625,32.10111618041992,,,,4.605432987213135
21,1255.614990234375,1235.400634765625,32.9656982421875,,,,4.63989782333374
22,1262.087890625,1241.560302734375,31.83553695678711,,,,4.674882411956787
23,1261.805419921875,1240.9825439453125,30.729291915893555,,,,4.711818695068359
24,1266.607421875,1245.1949462890625,30.239564895629883,,,,4.727061748504639
25,1265.07421875,1244.5777587890625,27.403493881225586,,,,4.75575590133667
26,1265.37939453125,1242.7550048828125,29.343421936035156,,,,4.793325901031494
27,1272.9022216796875,1248.54541015625,30.62424087524414,,,,4.81132698059082
28,1269.3726806640625,1246.6202392578125,27.11368179321289,,,,4.8222527503967285
29,1271.091552734375,1247.3043212890625,27.393129348754883,,,,4.846324443817139
30,1264.397216796875,1238.89404296875,28.564510345458984,,,,4.871701240539551
31,1264.005859375,1237.55224609375,28.706222534179688,,,,4.869410037994385
32,1258.9986572265625,1234.30126953125,25.537494659423828,,,,4.857565879821777
33,1263.4171142578125,1238.7769775390625,24.56247329711914,,,,4.870250701904297
34,1272.6702880859375,1247.4544677734375,24.357746124267578,,,,4.846701145172119
35,1260.6478271484375,1236.18798828125,22.72523307800293,,,,4.828939437866211
36,1261.322265625,1235.201171875,23.790164947509766,,,,4.830371379852295
37,1264.4410400390625,1238.170654296875,23.193750381469727,,,,4.822824954986572
38,1263.301513671875,1236.1539306640625,23.37141990661621,,,,4.824556350708008
39,1267.886962890625,1240.4058837890625,22.991003036499023,,,,4.8393049240112305
40,1259.8116455078125,1232.0,22.980669021606445,,,,4.82390832901001
41,1263.3824462890625,1237.261962890625,21.29710578918457,,,,4.82188606262207
42,1265.453857421875,1238.516845703125,22.111703872680664,,,,4.822964668273926
43,1263.371826171875,1237.5740966796875,20.972890853881836,,,,4.827903747558594
44,1263.0679931640625,1236.1151123046875,22.13279914855957,,,,4.815634250640869
45,1269.299072265625,1242.4649658203125,22.019800186157227,,,,4.814089775085449
46,1264.278076171875,1237.61767578125,21.846464157104492,,,,4.810062885284424
47,1259.7362060546875,1234.702392578125,20.235206604003906,,,,4.790345191955566
48,1259.404296875,1234.8636474609375,19.753570556640625,,,,4.786520957946777
49,1270.559326171875,1245.8778076171875,19.886520385742188,,,,4.802298545837402
50,1258.890869140625,1233.202880859375,20.881053924560547,,,,4.807694911956787
51,1262.292724609375,1237.8187255859375,19.671037673950195,,,,4.792453765869141
52,1264.875,1240.981689453125,19.102645874023438,,,,4.797089099884033
53,1264.00732421875,1238.7926025390625,20.40884017944336,,,,4.809458255767822
54,1258.575927734375,1235.8094482421875,17.961809158325195,,,,4.798550605773926
55,1258.9796142578125,1235.217529296875,18.960168838500977,,,,4.80624532699585
56,1256.9610595703125,1232.413818359375,19.74317169189453,,,,4.800445079803467
57,1257.610107421875,1233.20263671875,19.61319923400879,,,,4.783045768737793
58,1257.9581298828125,1235.1041259765625,18.075674057006836,,,,4.777773857116699
59,1259.951904296875,1236.2279052734375,18.944120407104492,,,,4.781810283660889
60,1268.8477783203125,1245.4730224609375,18.594890594482422,,,,4.779375076293945
61,1260.40283203125,1235.9019775390625,19.7232608795166,,,,4.773372650146484
